year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2005,7,DH,Independence Air,JFK,"New York, NY: John F. Kennedy International",241,91,22.34,0.12,32.21,0,36.32,9,0,7128,1425,18,2256,0,3429
2005,7,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1374,710,95.88,4.26,370.34,1.38,238.14,7,1,43832,7488,267,18977,81,17019
2005,7,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",51,9,4.01,0,4.36,0,0.63,7,0,342,130,0,200,0,12
2005,7,HP,America West Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",272,115,28.28,2,71.37,0,13.35,5,3,5915,1723,177,3188,0,827
2005,7,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",617,216,33.75,4.19,124.69,1,52.36,8,1,14521,1546,412,8682,36,3845
2005,7,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",91,39,16.76,3.39,16.78,0,2.06,12,1,1965,845,369,558,0,193
2005,7,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",1519,476,95.14,95.74,273.48,1,10.64,85,10,31089,5221,8105,17338,66,359
2005,7,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31,11,1.66,0,7.99,0,1.35,2,0,1042,114,0,828,0,100
2005,7,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",402,142,12.93,0.56,117.59,0,10.92,0,1,5828,564,40,4780,0,444
2005,8,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1153,343,96.31,21.69,151.18,0.6,73.21,16,10,19605,6960,1550,5527,30,5538
2005,8,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3397,968,108.07,17,371.55,9.58,461.8,23,28,48953,6430,1953,13987,272,26311
2005,8,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",31,8,0,0,8,0,0,0,0,181,0,0,181,0,0
2005,8,DH,Independence Air,JFK,"New York, NY: John F. Kennedy International",242,61,14.33,1.58,23.66,0,21.43,11,0,3531,628,94,1380,0,1429
2005,8,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1379,483,95.7,8.49,220.89,0,157.91,13,8,22145,4463,447,9339,0,7896
2005,8,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",53,12,7.66,0,2.1,0,2.24,4,0,629,368,0,104,0,157
2005,8,HP,America West Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",275,78,20.27,0.88,45.11,0.76,10.98,2,5,3198,914,81,1515,26,662
2005,8,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",644,199,45.15,2.76,87.88,3.48,59.72,16,3,11068,2552,191,4438,165,3722
2005,8,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",93,37,19.2,1.14,14.07,0,2.59,7,1,1829,1011,43,533,0,242
2005,8,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",1550,413,92.77,92.23,221.38,0,6.62,34,10,21642,5243,5572,10280,0,547
2005,8,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31,9,1,0,8,0,0,2,0,447,37,0,410,0,0
2005,8,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",403,78,13.59,0.71,59.42,0,4.27,1,3,2927,786,15,1913,0,213
2005,9,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1007,249,67.75,10.86,127.23,1.4,41.76,9,2,12898,4045,711,5465,62,2615
2005,9,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2989,447,50.44,6.91,224.78,3,161.87,24,7,24113,4020,270,10645,117,9061
2005,9,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",29,5,0,0,5,0,0,1,0,208,0,0,208,0,0
2005,9,DH,Independence Air,JFK,"New York, NY: John F. Kennedy International",205,50,7.79,0.57,30.29,0,11.35,1,0,2623,257,28,1501,0,837
2005,9,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1209,278,50.25,0.97,171.72,0,55.06,24,1,11532,2438,28,6201,0,2865
2005,9,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",28,4,3.81,0,0.19,0,0,0,0,194,185,0,9,0,0
2005,9,HP,America West Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",219,39,16.71,0,19.03,0,3.26,1,0,1812,893,0,746,0,173
2005,9,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",643,164,26.27,2.03,95.31,0,40.39,11,1,8898,1306,112,4592,0,2888
2005,9,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",90,27,9.6,2.62,14.64,0,0.14,1,0,1585,694,176,699,0,16
2005,9,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",1548,377,82.2,57.43,230.75,0.72,5.91,33,1,19697,3645,3847,11928,19,258
2005,9,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",30,9,1.35,0,7.65,0,0,0,0,678,46,0,632,0,0
2005,9,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",387,62,7.37,0,45.45,0,9.17,0,0,2566,368,0,1698,0,500
2005,10,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1036,266,66.91,6.33,143,0,49.76,22,1,12654,3607,329,5844,0,2874
2005,10,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3054,671,91.57,4.14,306.16,4.14,264.99,67,11,35854,4382,396,17188,204,13684
2005,10,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",31,6,0,0,6,0,0,0,0,291,0,0,291,0,0
2005,10,DH,Independence Air,JFK,"New York, NY: John F. Kennedy International",204,54,9.19,0,32.39,0.78,11.64,1,0,2739,378,0,1767,16,578
2005,10,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1256,327,35.75,0.99,236.29,0.76,53.21,43,2,11471,1409,22,7996,68,1976
2005,10,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",31,3,2.74,0,0.26,0,0,3,0,86,78,0,8,0,0
2005,10,HP,America West Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",217,57,15.54,1.34,29.67,0,10.45,1,0,2731,680,106,1016,0,929
2005,10,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",666,217,47.66,7.54,112.02,0,49.77,12,0,12811,2351,506,6390,0,3564
2005,10,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",96,41,13.45,9.83,16.51,0,1.21,0,0,2341,662,939,686,0,54
2005,10,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",1608,425,79.57,78.53,259.4,1.41,6.09,44,2,23344,4081,4761,14081,61,360
2005,10,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31,10,0,0,10,0,0,0,0,676,0,0,676,0,0
2005,10,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",403,84,12.22,0,66.22,0,5.56,0,1,2824,674,0,1823,0,327
2005,11,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1040,283,74.31,0.92,167.83,0,39.94,4,1,13428,4896,57,5511,0,2964
2005,11,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3156,864,145.95,4.83,319.72,2.82,390.68,2,14,36490,6424,508,10511,62,18985
2005,11,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",29,4,0.98,0,3.02,0,0,0,0,95,45,0,50,0,0
2005,11,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1314,376,72.07,0.91,168.17,1,133.85,10,2,15211,3668,36,5305,26,6176
2005,11,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",30,6,4,0.38,1.62,0,0,1,0,265,224,10,31,0,0
2005,11,HP,America West Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",208,60,18.32,0,36.57,1.6,3.51,0,0,2273,862,0,1163,25,223
2005,11,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",563,100,27.65,2.02,38.46,0,31.86,7,3,5351,1327,268,1535,0,2221
2005,11,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",142,47,20.29,1.89,21.46,0,3.36,1,0,2550,1345,135,820,0,250
2005,11,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",1550,341,114.38,66.46,154.31,0.86,5,30,8,15900,6353,3056,6304,24,163
2005,11,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",29,8,0,0,8,0,0,0,0,296,0,0,296,0,0
2005,11,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",386,76,6.95,1.78,57.41,0,9.87,0,0,2723,356,100,1586,0,681
2005,12,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1094,307,93.57,5.95,115.92,0.1,91.47,11,1,18678,7378,295,4362,15,6628
2005,12,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3509,1318,212.51,9.64,405.31,11.69,678.85,13,16,80389,11303,2184,20775,583,45544
2005,12,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",46,12,3.49,0.51,7.13,0.87,0,0,0,417,89,37,251,40,0
2005,12,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1106,331,81.16,2.7,134.81,0.46,111.87,17,6,16067,4274,298,4754,26,6715
2005,12,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",53,18,7.23,5.39,5.38,0,0,1,0,1223,481,328,414,0,0
2005,12,HP,America West Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",208,69,29.8,0,27.03,0.9,11.26,4,3,2703,1232,0,903,38,530
2005,12,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",603,169,40.54,9.25,67.77,0.35,51.09,16,3,11565,2710,949,4460,6,3440
2005,12,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",134,61,22.2,2.77,31.73,0,4.3,1,0,3398,1492,276,1326,0,304
2005,12,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",1099,334,125.29,51.92,144.01,0.54,12.24,37,8,19267,7801,3995,6831,45,595
2005,12,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",29,14,0,1,12.73,0,0.27,1,0,678,0,63,605,0,10
2005,12,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",377,85,20.67,0,44.67,0,19.66,3,2,4067,1206,0,1509,0,1352
2006,1,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1116,262,89.4,1.92,123.07,3.33,44.29,6,3,15726,6230,112,4767,299,4318
2006,1,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3363,1086,190.57,21.22,404.87,4.07,465.27,11,23,58721,9761,2617,19481,94,26768
2006,1,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",62,17,5.04,0.28,11.25,0,0.44,0,0,772,180,9,569,0,14
2006,1,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1074,286,62.92,2.76,131.3,0,89.02,13,2,14542,3456,223,6273,0,4590
2006,1,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",42,19,5.79,4.53,7.01,0,1.67,1,1,905,326,286,225,0,68
2006,1,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",599,124,24.47,6.47,54.97,0,38.08,22,5,6694,1066,409,3093,0,2126
2006,1,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",95,24,4.82,4.5,14.28,0,0.4,1,0,1116,196,378,522,0,20
2006,1,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",1081,331,113.29,45.58,164.81,0,7.32,30,3,19691,7104,3195,9000,0,392
2006,1,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31,11,1.97,0,9.03,0,0,1,0,640,323,0,317,0,0
2006,1,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",396,49,15.64,0,30.04,0,3.32,4,0,2196,887,0,1113,0,196
2006,1,US,US Airways Inc.,JFK,"New York, NY: John F. Kennedy International",204,48,14.14,0,28.76,0,5.1,1,1,1544,542,0,832,0,170
2006,1,YV,Mesa Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",175,54,26.97,0,11.16,0,15.87,16,2,3735,1526,0,660,0,1549
2006,2,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1001,152,58.5,2.7,49.41,0,41.39,59,0,7118,3141,165,1611,0,2201
2006,2,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3184,1104,184.65,20.72,280.15,8.84,609.64,103,11,74745,12040,9345,12690,260,40410
2006,2,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",56,8,3.54,0,2.08,0.55,1.83,3,0,250,167,0,40,11,32
2006,2,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",966,216,52.19,1.79,79.94,0,82.08,47,2,9883,2513,136,2808,0,4426
2006,2,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",74,16,4.49,5.61,5.9,0,0,2,0,797,304,297,196,0,0
2006,2,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",536,87,20.35,2.92,24.47,0,39.26,31,0,4207,872,131,1051,0,2153
2006,2,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",110,23,14.14,2.94,4.59,0,1.32,5,0,982,619,124,153,0,86
2006,2,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",826,164,61.3,19.49,77.78,0,5.43,43,2,7539,2968,1359,2806,0,406
2006,2,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",25,5,0,0,5,0,0,1,0,134,0,0,134,0,0
2006,2,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",369,34,9.16,0,6.65,0,18.19,20,1,1372,411,0,210,0,751
2006,2,US,US Airways Inc.,JFK,"New York, NY: John F. Kennedy International",180,37,14.18,0.2,16.31,0.56,5.75,7,1,1378,595,21,569,9,184
2006,2,YV,Mesa Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",167,25,16,1,4,0,4,13,0,1558,944,98,225,0,291
2006,3,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1117,232,91.31,6.74,83.64,0.69,49.62,12,1,12099,6023,426,2312,20,3318
2006,3,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3761,920,163.21,3.69,354.51,5.79,392.81,3,10,37271,6853,381,11307,202,18528
2006,3,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",62,23,5.84,0,13.15,1,3.01,0,0,1116,285,0,518,76,237
2006,3,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1136,237,60.27,2.5,118.2,0,56.03,14,3,9264,2528,274,3642,0,2820
2006,3,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",83,28,9.51,2,16.49,0,0,1,0,987,319,261,407,0,0
2006,3,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",589,98,30.58,1.5,35.63,0,30.28,5,0,4118,1169,83,1357,0,1509
2006,3,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",155,29,15.27,0.01,11.17,0,2.55,5,1,1260,744,1,317,0,198
2006,3,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",917,210,69.06,17.75,120.02,1,2.17,12,3,8837,3254,1338,4140,15,90
2006,3,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",22,6,0,0,3.44,0,2.56,0,0,292,0,0,173,0,119
2006,3,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",413,40,14.19,1,16.45,0,8.36,6,1,1664,871,15,457,0,321
2006,3,US,US Airways Inc.,JFK,"New York, NY: John F. Kennedy International",217,54,17.76,0,22.05,0,14.19,0,0,2139,855,0,619,0,665
2006,3,YV,Mesa Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",186,30,15,1,2,0,12,2,1,2158,1144,56,86,0,872
2006,4,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1057,197,80.71,2.34,74.62,0,39.32,6,1,9843,4791,125,2508,0,2419
2006,4,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3839,892,110.63,3.65,432.52,5.13,340.07,0,10,32850,5061,152,12455,185,14997
2006,4,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",60,22,5.89,1.38,6.98,1,6.75,0,0,805,177,54,199,15,360
2006,4,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1114,266,55.32,0.2,162.36,0.2,47.93,9,2,10125,2750,8,4956,55,2356
2006,4,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",82,26,9.45,1.44,13.39,0.98,0.74,0,0,1363,637,35,561,85,45
2006,4,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",628,143,35.83,4.04,40.03,0,63.1,6,0,6642,1812,153,1572,0,3105
2006,4,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",178,36,19.57,1.23,11.19,0,4.01,0,0,1825,1056,45,335,0,389
2006,4,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",854,134,42.21,18.88,70.31,0.36,2.23,1,7,6028,2305,1145,2444,12,122
2006,4,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",30,7,0,0,7,0,0,0,0,298,0,0,298,0,0
2006,4,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",397,52,15.69,0,23.66,0,12.65,2,0,2540,1053,0,715,0,772
2006,4,US,US Airways Inc.,JFK,"New York, NY: John F. Kennedy International",210,48,20.9,0.04,10.68,1.8,14.58,0,0,1518,774,3,246,32,463
2006,4,YV,Mesa Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",180,51,24,0,8,0,19,6,0,3588,1457,0,431,0,1700
2006,5,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1072,220,73.48,5.44,110.35,0.68,30.05,7,6,12713,6173,551,3432,13,2544
2006,5,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3713,669,110.59,11.04,285.91,3.43,258.04,10,24,30430,5915,1232,9035,170,14078
2006,5,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",61,20,1.91,1.48,10.3,0,6.31,0,1,1200,129,108,457,0,506
2006,5,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1019,142,38.52,0.68,82.41,0,20.4,12,5,5088,1754,26,2331,0,977
2006,5,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",54,12,4.1,1,6.01,0,0.9,0,0,401,112,25,169,0,95
2006,5,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",670,214,50.11,9.3,49.58,0,105.01,17,0,12605,2980,412,2543,0,6670
2006,5,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",186,47,16.11,2.06,25.82,0,3.01,0,0,1927,819,232,763,0,113
2006,5,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",854,211,65.56,35.25,103.56,0,6.63,9,4,9348,2890,1949,4074,0,435
2006,5,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31,7,0,0,6.71,0,0.29,0,0,384,0,0,376,0,8
2006,5,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",410,73,12.48,1,47.38,0,12.14,0,2,3182,829,75,1439,0,839
2006,5,US,US Airways Inc.,JFK,"New York, NY: John F. Kennedy International",219,75,14.9,1,47.8,0.62,10.67,0,0,2765,550,64,1417,32,702
2006,5,YV,Mesa Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",186,37,13,0,8,0,16,3,0,2388,740,0,414,0,1234
2006,6,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1041,347,92.27,5.87,192.97,0.69,55.19,7,3,20722,6149,535,9015,24,4999
2006,6,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3813,1177,124.99,23.62,546.12,3.58,478.7,7,34,75123,7974,2279,31682,119,33069
2006,6,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",83,36,9,0.55,22.14,0,4.31,0,0,1986,407,49,1107,0,423
2006,6,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1082,330,59.77,3.37,175.62,0,91.24,8,7,18945,4238,266,7763,0,6678
2006,6,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",35,12,7.97,1,3.03,0,0,2,0,353,255,21,77,0,0
2006,6,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",649,219,49.31,10.73,65.01,0,93.95,35,4,15210,2940,959,4044,0,7267
2006,6,NW,Northwest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",157,45,12.82,5.81,25.46,0,0.92,2,0,1792,435,391,923,0,43
2006,6,OH,Comair Inc.,JFK,"New York, NY: John F. Kennedy International",1089,437,134.11,80.18,213.27,0.27,9.17,46,3,27235,7818,6705,12209,4,499
2006,6,RU,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",30,7,2,0,4.42,0,0.58,1,0,358,42,0,272,0,44
2006,6,TZ,ATA Airlines d/b/a ATA,JFK,"New York, NY: John F. Kennedy International",1,1,0,0,0,0,1,0,0,130,0,0,0,0,130
2006,6,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",395,123,12.97,0.58,95.46,0,13.99,1,0,5502,785,15,3781,0,921
2006,6,US,US Airways Inc.,JFK,"New York, NY: John F. Kennedy International",210,71,22.03,0.94,33.38,0.74,13.91,0,2,3439,1110,50,1580,23,676
2006,6,YV,Mesa Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",157,53,33,1,6,0,13,14,0,4770,2543,67,380,0,1780
2006,7,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1069,347,94.96,9.31,173.28,0.53,68.93,6,17,23914,7839,697,8536,10,6832
2006,7,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",4316,1295,173,28.46,524.74,5.98,562.82,16,73,98566,11635,4065,33715,190,48961
2006,7,CO,Continental Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",93,32,1.99,0.79,22.11,0,7.1,0,3,1822,89,64,1040,0,629
2006,7,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1140,445,61.89,6.65,261.88,0.96,113.63,24,22,24556,3737,424,12164,64,8167
2006,7,EV,Atlantic Southeast Airlines,JFK,"New York, NY: John F. Kennedy International",31,16,8.27,0,7.73,0,0,0,0,494,258,0,236,0,0
2006,7,MQ,American Eagle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",675,195,49.01,6.47,55.88,0,83.63,29,4,14497,2892,502,4496,0,6607
